Date,META
2016-09-28,128.3335723876953
2016-09-29,127.20145416259766
2016-09-30,127.38021850585938
2016-10-03,127.87674713134766
2016-10-04,127.30076599121094
2016-10-05,127.57881927490234
2016-10-06,127.8469467163086
2016-10-07,128.09519958496094
2016-10-10,129.33656311035156
2016-10-11,127.9859619140625
2016-10-12,128.15480041503906
2016-10-13,126.9333267211914
2016-10-14,126.99290466308594
2016-10-17,126.6552734375
2016-10-18,127.67814636230469
2016-10-19,129.20745849609375
2016-10-20,129.09820556640625
2016-10-21,131.15383911132812
2016-10-24,132.3554229736328
2016-10-25,131.372314453125
2016-10-26,130.1309814453125
2016-10-27,128.7903594970703
2016-10-28,130.37925720214844
2016-10-31,130.08135986328125
2016-11-01,128.6016845703125
2016-11-02,126.287841796875
2016-11-03,119.16757202148438
2016-11-04,119.9123764038086
2016-11-07,121.30266571044922
2016-11-08,123.35830688476562
2016-11-09,122.32551574707031
2016-11-10,119.9620361328125
2016-11-11,118.19437408447266
2016-11-14,114.28170013427734
2016-11-15,116.38699340820312
2016-11-16,115.532958984375
2016-11-17,116.97290802001953
2016-11-18,116.20824432373047
2016-11-21,120.92530059814453
2016-11-22,120.62737274169922
2016-11-23,120.00175476074219
2016-11-25,119.5449447631836
2016-11-28,119.57474517822266
2016-11-29,120.03153991699219
2016-11-30,117.5985336303711
2016-12-01,114.30155944824219
2016-12-02,114.59947967529297
2016-12-05,116.61540222167969
2016-12-06,116.49623107910156
2016-12-07,117.13179779052734
2016-12-08,118.08514404296875
2016-12-09,118.84980010986328
2016-12-12,116.95303344726562
2016-12-13,119.47541809082031
2016-12-14,119.3761215209961
2016-12-15,119.7336196899414
2016-12-16,119.0384750366211
2016-12-19,118.412841796875
2016-12-20,118.26388549804688
2016-12-21,118.2142333984375
2016-12-22,116.58560943603516
2016-12-23,116.45650482177734
2016-12-27,117.19139099121094
2016-12-28,116.10894012451172
2016-12-29,115.54289245605469
2016-12-30,114.25192260742188
2017-01-03,116.04935455322266
2017-01-04,117.86665344238281
2017-01-05,119.83293914794922
2017-01-06,122.55392456054688
2017-01-09,124.03358459472656
2017-01-10,123.48739624023438
2017-01-11,125.21532440185547
2017-01-12,125.74165344238281
2017-01-13,127.44971466064453
2017-01-17,126.98297882080078
2017-01-18,127.03263092041016
2017-01-19,126.66520690917969
2017-01-20,126.15874481201172
2017-01-23,128.03562927246094
2017-01-24,128.47256469726562
2017-01-25,130.5679473876953
2017-01-26,131.85891723632812
2017-01-27,131.26307678222656
2017-01-30,130.07139587402344
2017-01-31,129.41600036621094
2017-02-01,132.3057861328125
2017-02-02,129.93238830566406
2017-02-03,130.07139587402344
2017-02-06,131.14393615722656
2017-02-07,130.92544555664062
2017-02-08,133.26907348632812
2017-02-09,133.20947265625
2017-02-10,133.25914001464844
2017-02-13,133.1201171875
2017-02-14,132.9215087890625
2017-02-15,132.5143280029297
2017-02-16,132.91159057617188
2017-02-17,132.60372924804688
2017-02-21,132.7924041748047
2017-02-22,135.1757354736328
2017-02-23,134.4210205078125
2017-02-24,134.50045776367188
2017-02-27,135.4637451171875
2017-02-28,134.5997772216797
2017-03-01,136.46673583984375
2017-03-02,135.8113250732422
2017-03-03,136.2184600830078
2017-03-06,136.46673583984375
2017-03-07,136.34756469726562
2017-03-08,136.76466369628906
2017-03-09,137.28106689453125
2017-03-10,137.82723999023438
2017-03-13,138.63160705566406
2017-03-14,138.35357666015625
2017-03-15,138.7508087158203
2017-03-16,139.01889038085938
2017-03-17,138.86993408203125
2017-03-20,138.96925354003906
2017-03-21,137.54916381835938
2017-03-22,138.62168884277344
2017-03-23,138.56211853027344
2017-03-24,139.36648559570312
2017-03-27,139.34661865234375
2017-03-28,140.77664184570312
2017-03-29,141.66041564941406
2017-03-30,141.422119140625
2017-03-31,141.06463623046875
2017-04-03,141.29302978515625
2017-04-04,140.7468719482422
2017-04-05,140.8660125732422
2017-04-06,140.1907196044922
2017-04-07,139.80345153808594
2017-04-10,140.0615997314453
2017-04-11,138.9493865966797
2017-04-12,138.6117706298828
2017-04-13,138.42306518554688
2017-04-17,140.43898010253906
2017-04-18,139.98219299316406
2017-04-19,141.2830810546875
2017-04-20,142.802490234375
2017-04-21,142.68328857421875
2017-04-24,144.4608917236328
2017-04-25,145.4738311767578
2017-04-26,145.54335021972656
2017-04-27,146.67543029785156
2017-04-28,149.20773315429688
2017-05-01,151.40240478515625
2017-05-02,151.72018432617188
2017-05-03,150.74697875976562
2017-05-04,149.8035888671875
2017-05-05,149.1977996826172
2017-05-08,150.0121307373047
2017-05-09,149.43612670898438
2017-05-10,149.24745178222656
2017-05-11,148.9991912841797
2017-05-12,149.2871856689453
2017-05-15,149.14813232421875
2017-05-16,148.74099731445312
2017-05-17,143.84519958496094
2017-05-18,146.63572692871094
2017-05-19,147.03294372558594
2017-05-22,147.211669921875
2017-05-23,147.0428466796875
2017-05-24,148.9991912841797
2017-05-25,150.9058837890625
2017-05-26,151.07472229003906
2017-05-30,151.32296752929688
2017-05-31,150.4093475341797
2017-06-01,150.4788818359375
2017-06-02,152.54443359375
2017-06-05,152.56431579589844
2017-06-06,151.7499542236328
2017-06-07,152.05783081054688
2017-06-08,153.63681030273438
2017-06-09,148.56224060058594
2017-06-12,147.41029357910156
2017-06-13,149.634765625
2017-06-14,149.20773315429688
2017-06-15,148.76084899902344
2017-06-16,149.5950164794922
2017-06-19,151.80953979492188
2017-06-20,151.19387817382812
2017-06-21,152.8423614501953
2017-06-22,152.33587646484375
2017-06-23,153.9943084716797
2017-06-26,152.52456665039062
2017-06-27,149.53546142578125
2017-06-28,152.17698669433594
2017-06-29,149.9922637939453
2017-06-30,149.9326629638672
2017-07-03,147.4003448486328
2017-07-05,149.29710388183594
2017-07-06,147.7876739501953
2017-07-07,150.3894805908203
2017-07-10,152.4351806640625
2017-07-11,154.1929168701172
2017-07-12,157.7977294921875
2017-07-13,158.15521240234375
2017-07-14,158.8603057861328
2017-07-17,158.62197875976562
2017-07-18,161.73025512695312
2017-07-19,163.00140380859375
2017-07-20,163.38868713378906
2017-07-21,163.28936767578125
2017-07-24,164.84849548339844
2017-07-25,164.13348388671875
2017-07-26,164.461181640625
2017-07-27,169.25770568847656
2017-07-28,171.25375366210938
2017-07-31,168.07594299316406
2017-08-01,168.68170166015625
2017-08-02,168.12559509277344
2017-08-03,167.42051696777344
2017-08-04,168.443359375
2017-08-07,170.78697204589844
2017-08-08,170.0421905517578
2017-08-09,169.9925537109375
2017-08-10,166.23876953125
2017-08-11,166.91404724121094
2017-08-14,169.56553649902344
2017-08-15,169.81381225585938
2017-08-16,168.82073974609375
2017-08-17,165.752197265625
2017-08-18,166.24868774414062
2017-08-21,166.6161346435547
2017-08-22,168.4632110595703
2017-08-23,167.5396728515625
2017-08-24,166.576416015625
2017-08-25,165.16627502441406
2017-08-28,166.07986450195312
2017-08-29,166.88427734375
2017-08-30,168.7412872314453
2017-08-31,170.77708435058594
2017-09-01,170.82672119140625
2017-09-05,169.53573608398438
2017-09-06,170.89622497558594
2017-09-07,172.00848388671875
2017-09-08,169.76414489746094
2017-09-11,172.30638122558594
2017-09-12,171.7602081298828
2017-09-13,171.84957885742188
2017-09-14,169.77407836914062
2017-09-15,170.44935607910156
2017-09-18,168.83062744140625
2017-09-19,171.32325744628906
2017-09-20,170.97567749023438
2017-09-21,169.92303466796875
2017-09-22,169.3569793701172
2017-09-25,161.7401885986328
2017-09-26,163.0709228515625
2017-09-27,166.51683044433594
2017-09-28,167.55955505371094
2017-09-29,169.6846923828125
2017-10-02,168.29441833496094
2017-10-03,168.781005859375
2017-10-04,167.25167846679688
2017-10-05,170.05213928222656
2017-10-06,171.03526306152344
2017-10-09,171.3033905029297
2017-10-10,170.3997039794922
2017-10-11,171.54171752929688
2017-10-12,171.35304260253906
2017-10-13,172.5347900390625
2017-10-16,173.3093719482422
2017-10-17,174.88833618164062
2017-10-18,174.80889892578125
2017-10-19,173.34910583496094
2017-10-20,173.7661590576172
2017-10-23,170.08192443847656
2017-10-24,170.60826110839844
2017-10-25,169.41656494140625
2017-10-26,169.4463653564453
2017-10-27,176.64605712890625
2017-10-30,178.62225341796875
2017-10-31,178.81092834472656
2017-11-01,181.3928985595703
2017-11-02,177.67886352539062
2017-11-03,177.67886352539062
2017-11-06,178.92018127441406
2017-11-07,178.9996337890625
2017-11-08,178.31442260742188
2017-11-09,178.0562286376953
2017-11-10,177.22206115722656
2017-11-13,177.52989196777344
2017-11-14,176.8347625732422
2017-11-15,176.71559143066406
2017-11-16,178.3441925048828
2017-11-17,177.75830078125
2017-11-20,177.50010681152344
2017-11-21,180.5984649658203
2017-11-22,179.6153564453125
2017-11-24,181.5120849609375
2017-11-27,181.7603759765625
2017-11-28,181.15457153320312
2017-11-29,173.9151611328125
2017-11-30,175.95091247558594
2017-12-01,173.88536071777344
2017-12-04,170.280517578125
2017-12-05,171.63111877441406
2017-12-06,174.83871459960938
2017-12-07,178.890380859375
2017-12-08,177.75830078125
2017-12-11,177.7980194091797
2017-12-12,175.73245239257812
2017-12-13,177.06317138671875
2017-12-14,177.1525421142578
2017-12-15,178.93011474609375
2017-12-18,179.56568908691406
2017-12-19,178.26475524902344
2017-12-20,176.656005859375
2017-12-21,176.21905517578125
2017-12-22,175.9707794189453
2017-12-26,174.76919555664062
2017-12-27,176.3878631591797
2017-12-28,176.68577575683594
2017-12-29,175.23593139648438
2018-01-02,180.1614990234375
2018-01-03,183.3889617919922
2018-01-04,183.0513153076172
2018-01-05,185.5538330078125
2018-01-08,186.9739227294922
2018-01-09,186.56674194335938
2018-01-10,186.53697204589844
2018-01-11,186.46749877929688
2018-01-12,178.12574768066406
2018-01-16,177.1525421142578
2018-01-17,176.36801147460938
2018-01-18,178.55274963378906
2018-01-19,180.0323944091797
2018-01-22,184.0841064453125
2018-01-23,188.0364990234375
2018-01-24,185.2559356689453
2018-01-25,186.17947387695312
2018-01-26,188.6820068359375
2018-01-29,184.68988037109375
2018-01-30,185.8219757080078
2018-01-31,185.5935821533203
2018-02-01,191.7505645751953
2018-02-02,188.96005249023438
2018-02-05,180.0026092529297
2018-02-06,184.0245361328125
2018-02-07,178.93011474609375
2018-02-08,170.38978576660156
2018-02-09,174.88833618164062
2018-02-12,175.186279296875
2018-02-13,171.9488983154297
2018-02-14,178.2747039794922
2018-02-15,178.71165466308594
2018-02-16,176.12966918945312
2018-02-20,174.78904724121094
2018-02-21,176.67588806152344
2018-02-22,177.7483673095703
2018-02-23,182.0185546875
2018-02-26,183.64715576171875
2018-02-27,180.2012481689453
2018-02-28,177.08302307128906
2018-03-01,174.71954345703125
2018-03-02,175.39480590820312
2018-03-05,179.14857482910156
2018-03-06,178.5328826904297
2018-03-07,182.43563842773438
2018-03-08,181.0751190185547
2018-03-09,183.94508361816406
2018-03-12,183.47833251953125
2018-03-13,180.61831665039062
2018-03-14,182.91229248046875
2018-03-15,182.5845947265625
2018-03-16,183.80606079101562
2018-03-19,171.36297607421875
2018-03-20,166.98355102539062
2018-03-21,168.21495056152344
2018-03-22,163.74618530273438
2018-03-23,158.28433227539062
2018-03-26,158.9496612548828
2018-03-27,151.16407775878906
2018-03-28,151.9684600830078
2018-03-29,158.68154907226562
2018-04-02,154.31207275390625
2018-04-03,155.02708435058594
2018-04-04,154.02410888671875
2018-04-05,158.2346649169922
2018-04-06,156.10952758789062
2018-04-09,156.83444213867188
2018-04-10,163.89512634277344
2018-04-11,165.16627502441406
2018-04-12,162.73324584960938
2018-04-13,163.3787384033203
2018-04-16,163.6865997314453
2018-04-17,167.4900360107422
2018-04-18,165.20599365234375
2018-04-19,166.93389892578125
2018-04-20,165.12652587890625
2018-04-23,164.68959045410156
2018-04-24,158.58224487304688
2018-04-25,158.58224487304688
2018-04-26,172.95187377929688
2018-04-27,172.38580322265625
2018-04-30,170.8068389892578
2018-05-01,172.65396118164062
2018-05-02,174.8486328125
2018-05-03,172.81285095214844
2018-05-04,175.38487243652344
2018-05-07,176.73544311523438
2018-05-08,177.67886352539062
2018-05-09,181.3928985595703
2018-05-10,184.24301147460938
2018-05-11,185.69287109375
2018-05-14,185.34530639648438
2018-05-15,183.0414276123047
2018-05-16,181.9291534423828
2018-05-17,182.4852752685547
2018-05-18,181.4127655029297
2018-05-21,183.21023559570312
2018-05-22,182.52499389648438
2018-05-23,185.603515625
2018-05-24,184.64024353027344
2018-05-25,183.63722229003906
2018-05-29,184.45155334472656
2018-05-30,186.3681640625
2018-05-31,190.4496612548828
2018-06-01,192.6443328857422
2018-06-04,191.93923950195312
2018-06-05,191.6016082763672
2018-06-06,190.01268005371094
2018-06-07,186.87460327148438
2018-06-08,187.7882537841797
2018-06-11,190.21131896972656
2018-06-12,191.0653533935547
2018-06-13,191.07528686523438
2018-06-14,195.44473266601562
2018-06-15,194.49143981933594
2018-06-18,196.93434143066406
2018-06-19,196.1200408935547
2018-06-20,200.59873962402344
2018-06-21,200.10223388671875
2018-06-22,200.34054565429688
2018-06-25,194.9879608154297
2018-06-26,197.6195526123047
2018-06-27,194.48146057128906
2018-06-28,194.8687744140625
2018-06-29,192.97203063964844
2018-07-02,195.99093627929688
2018-07-03,191.39305114746094
2018-07-05,197.07337951660156
2018-07-06,201.82022094726562
2018-07-09,203.31976318359375
2018-07-10,202.12806701660156
2018-07-11,201.13499450683594
2018-07-12,205.484619140625
2018-07-13,205.88186645507812
2018-07-16,205.7924346923828
2018-07-17,208.5333251953125
2018-07-18,207.90769958496094
2018-07-19,206.64649963378906
2018-07-20,208.48367309570312
2018-07-23,209.44696044921875
2018-07-24,213.18087768554688
2018-07-25,215.99124145507812
2018-07-26,175.03732299804688
2018-07-27,173.67681884765625
2018-07-30,169.87339782714844
2018-07-31,171.38282775878906
2018-08-01,170.4592742919922
2018-08-02,175.1465301513672
2018-08-03,176.5467529296875
2018-08-06,184.4019012451172
2018-08-07,182.53492736816406
2018-08-08,183.89541625976562
2018-08-09,181.8199005126953
2018-08-10,179.00955200195312
2018-08-13,178.80105590820312
2018-08-14,179.85365295410156
2018-08-15,178.2846221923828
2018-08-16,173.4881134033203
2018-08-17,172.59437561035156
2018-08-20,171.3033905029297
2018-08-21,171.4225616455078
2018-08-22,172.43548583984375
2018-08-23,171.7006072998047
2018-08-24,173.43849182128906
2018-08-27,176.22898864746094
2018-08-28,175.03732299804688
2018-08-29,174.6798095703125
2018-08-30,176.40771484375
2018-08-31,174.51100158691406
2018-09-04,169.9727020263672
2018-09-05,166.020263671875
2018-09-06,161.40257263183594
2018-09-07,161.9090118408203
2018-09-10,163.04112243652344
2018-09-11,164.7888946533203
2018-09-12,160.876220703125
2018-09-13,160.24066162109375
2018-09-14,161.1940155029297
2018-09-17,159.4661102294922
2018-09-18,159.18801879882812
2018-09-19,161.92886352539062
2018-09-20,164.86834716796875
2018-09-21,161.79977416992188
2018-09-24,164.26260375976562
2018-09-25,163.76605224609375
2018-09-26,165.79190063476562
2018-09-27,167.6687774658203
2018-09-28,163.3191680908203
2018-10-01,161.31317138671875
2018-10-02,158.22474670410156
2018-10-03,161.30325317382812
2018-10-04,157.7480926513672
2018-10-05,156.23863220214844
2018-10-08,156.15916442871094
2018-10-09,156.80467224121094
2018-10-10,150.32989501953125
2018-10-11,152.28622436523438
2018-10-12,152.6735382080078
2018-10-15,152.45506286621094
2018-10-16,157.67855834960938
2018-10-17,158.3141326904297
2018-10-18,153.84535217285156
2018-10-19,152.9813690185547
2018-10-22,153.706298828125
2018-10-23,153.31903076171875
2018-10-24,145.02694702148438
2018-10-25,149.9028778076172
2018-10-26,144.36160278320312
2018-10-29,141.10435485839844
2018-10-30,145.2056884765625
2018-10-31,150.737060546875
2018-11-01,150.6973419189453
2018-11-02,149.30703735351562
2018-11-05,147.6486358642578
2018-11-06,148.89988708496094
2018-11-07,150.4788818359375
2018-11-08,146.84425354003906
2018-11-09,143.9544219970703
2018-11-12,140.56808471679688
2018-11-13,141.1738739013672
2018-11-14,143.2195587158203
2018-11-15,142.85214233398438
2018-11-16,138.56211853027344
2018-11-19,130.63746643066406
2018-11-20,131.5113525390625
2018-11-21,133.884765625
2018-11-23,130.81622314453125
2018-11-26,135.43397521972656
2018-11-27,134.0635528564453
2018-11-28,135.8113250732422
2018-11-29,137.7179718017578
2018-11-30,139.63458251953125
2018-12-03,140.11126708984375
2018-12-04,136.97317504882812
2018-12-06,138.6614227294922
2018-12-07,136.46673583984375
2018-12-10,140.8660125732422
2018-12-11,141.09442138671875
2018-12-12,143.4976348876953
2018-12-13,144.00408935546875
2018-12-14,143.06065368652344
2018-12-17,139.217529296875
2018-12-18,142.6634521484375
2018-12-19,132.31573486328125
2018-12-20,132.474609375
2018-12-21,124.0832290649414
2018-12-24,123.19940185546875
2018-12-26,133.24920654296875
2018-12-27,133.5868682861328
2018-12-28,132.2760009765625
2018-12-31,130.18064880371094
2019-01-02,134.7388153076172
2019-01-03,130.82614135742188
2019-01-04,136.99305725097656
2019-01-07,137.09237670898438
2019-01-08,141.54127502441406
2019-01-09,143.22950744628906
2019-01-10,143.19969177246094
2019-01-11,142.802490234375
2019-01-14,144.38143920898438
2019-01-15,147.916748046875
2019-01-16,146.51654052734375
2019-01-17,147.27127075195312
2019-01-18,148.9991912841797
2019-01-22,146.5463409423828
2019-01-23,143.29901123046875
2019-01-24,144.81838989257812
2019-01-25,147.97633361816406
2019-01-28,146.447021484375
2019-01-29,143.18978881835938
2019-01-30,149.37655639648438
2019-01-31,165.53369140625
2019-02-01,164.5605010986328
2019-02-04,168.07594299316406
2019-02-05,169.9727020263672
2019-02-06,169.30734252929688
2019-02-07,165.22586059570312
2019-02-08,166.1692657470703
2019-02-11,164.63992309570312
2019-02-12,163.89512634277344
2019-02-13,162.93186950683594
2019-02-14,162.81271362304688
2019-02-15,161.3727569580078
2019-02-19,161.1641845703125
2019-02-20,161.43234252929688
2019-02-21,158.9298095703125
2019-02-22,160.76698303222656
2019-02-25,163.47804260253906
2019-02-26,162.99143981933594
2019-02-27,161.6806182861328
2019-02-28,160.33006286621094
2019-03-01,161.15428161621094
2019-03-04,166.20895385742188
2019-03-05,170.07199096679688
2019-03-06,171.31332397460938
2019-03-07,167.95675659179688
2019-03-08,168.4235076904297
2019-03-11,170.87637329101562
2019-03-12,170.7274169921875
2019-03-13,172.16734313964844
2019-03-14,168.9895477294922
2019-03-15,164.82861328125
2019-03-18,159.3568115234375
2019-03-19,160.44921875
2019-03-20,164.29234313964844
2019-03-21,164.9279022216797
2019-03-22,163.1999969482422
2019-03-25,165.13645935058594
2019-03-26,166.51683044433594
2019-03-27,164.71937561035156
2019-03-28,164.40159606933594
2019-03-29,165.53369140625
2019-04-01,167.5297393798828
2019-04-02,172.99160766601562
2019-04-03,172.33616638183594
2019-04-04,174.79898071289062
2019-04-05,174.5010528564453
2019-04-08,173.71653747558594
2019-04-09,176.34815979003906
2019-04-10,176.5865020751953
2019-04-11,176.2786407470703
2019-04-12,177.8576202392578
2019-04-15,178.40379333496094
2019-04-16,177.6291961669922
2019-04-17,177.5398406982422
2019-04-18,177.0432891845703
2019-04-22,180.18138122558594
2019-04-23,182.50514221191406
2019-04-24,181.31346130371094
2019-04-25,191.9193878173828
2019-04-26,190.16163635253906
2019-04-29,193.42886352539062
2019-04-30,192.05841064453125
2019-05-01,191.69097900390625
2019-05-02,191.19444274902344
2019-05-03,194.1140594482422
2019-05-06,192.53509521484375
2019-05-07,188.45359802246094
2019-05-08,188.22515869140625
2019-05-09,187.34136962890625
2019-05-10,187.03350830078125
2019-05-13,180.28067016601562
2019-05-14,179.47630310058594
2019-05-15,184.97787475585938
2019-05-16,185.69287109375
2019-05-17,184.0146026611328
2019-05-20,181.45248413085938
2019-05-21,183.53794860839844
2019-05-22,184.03445434570312
2019-05-23,179.6153564453125
2019-05-24,179.8040008544922
2019-05-28,183.0314483642578
2019-05-29,180.92616271972656
2019-05-30,181.740478515625
2019-05-31,176.23890686035156
2019-06-03,163.0113067626953
2019-06-04,166.3380889892578
2019-06-05,167.00341796875
2019-06-06,167.16232299804688
2019-06-07,172.14749145507812
2019-06-10,173.60733032226562
2019-06-11,176.8645782470703
2019-06-12,173.8257598876953
2019-06-13,176.23890686035156
2019-06-14,180.07211303710938
2019-06-17,187.69883728027344
2019-06-18,187.16262817382812
2019-06-19,186.17947387695312
2019-06-20,188.2152557373047
2019-06-21,189.8140869140625
2019-06-24,191.26397705078125
2019-06-25,187.53005981445312
2019-06-26,186.35821533203125
2019-06-27,188.18545532226562
2019-06-28,191.66119384765625
2019-07-01,191.66119384765625
2019-07-02,193.64730834960938
2019-07-03,195.83204650878906
2019-07-05,195.03759765625
2019-07-08,194.40203857421875
2019-07-09,197.82810974121094
2019-07-10,201.32369995117188
2019-07-11,199.83409118652344
2019-07-12,203.44883728027344
2019-07-15,202.49551391601562
2019-07-16,202.4259796142578
2019-07-17,200.400146484375
2019-07-18,199.38722229003906
2019-07-19,196.98399353027344
2019-07-22,200.9165496826172
2019-07-23,200.9562530517578
2019-07-24,203.24029541015625
2019-07-25,199.3177032470703
2019-07-26,198.36436462402344
2019-07-29,194.580810546875
2019-07-30,195.67315673828125
2019-07-31,192.8826446533203
2019-08-01,191.39305114746094
2019-08-02,187.7088165283203
2019-08-05,180.46934509277344
2019-08-06,183.23008728027344
2019-08-07,183.86563110351562
2019-08-08,188.84088134765625
2019-08-09,186.54690551757812
2019-08-12,184.0841064453125
2019-08-13,187.14276123046875
2019-08-14,178.46339416503906
2019-08-15,181.32339477539062
2019-08-16,182.42568969726562
2019-08-19,184.87855529785156
2019-08-20,182.53492736816406
2019-08-21,182.2767791748047
2019-08-22,180.77720642089844
2019-08-23,176.5169677734375
2019-08-26,179.10885620117188
2019-08-27,180.0423583984375
2019-08-28,180.49913024902344
2019-08-29,184.2827606201172
2019-08-30,184.38204956054688
2019-09-03,181.12478637695312
2019-09-04,185.8418426513672
2019-09-05,189.57577514648438
2019-09-06,186.1894073486328
2019-09-09,187.45059204101562
2019-09-10,184.87855529785156
2019-09-11,187.18247985839844
2019-09-12,186.16952514648438
2019-09-13,185.89149475097656
2019-09-16,184.92820739746094
2019-09-17,186.77529907226562
2019-09-18,186.83489990234375
2019-09-19,188.82102966308594
2019-09-20,188.6124725341797
2019-09-23,185.52406311035156
